token@token lego-rl % scripts/run_on_hub.sh robot/sysid_collision.py
Searching for any hub with Pybricks service...
battery mV: 7514
gains: 10.71 0.8700001 0.43 0.3 tau: 30 slew: 150 trig: rate> 80 or stall< 0.5
targets deg/s: (300, 450, 600, 750) x 3 reps, ascending
S,seg,v_target,battery_mV,hit,fell,v_at_trig,peak_rate,peak_pitch_x10,recov_sigma_x100,trig_eff
D,i,pitch_x100,rate_x10,yaw_x10,wl,wr,duty_x10,vref
D , 281 , -800 , -1931 , 1049 , 879 , 975 , 712 , 450
D , 282 , -937 , -2106 , 110 , 882 , 954 , 405 , 450
D , 283 , -1120 , -2412 , -798 , 869 , 946 , -73 , 450
D , 284 , -1371 , -2878 , -598 , 892 , 952 , -688 , 450
D , 285 , -1677 , -3391 , 133 , 881 , 952 , -1000 , 450
D , 286 , -2002 , -3865 , 698 , 870 , 956 , -1000 , 450
D , 287 , -2394 , -4192 , 611 , 861 , 936 , -1000 , 450
D , 288 , -2678 , -4400 , 661 , 838 , 908 , -1000 , 450
D , 289 , -2934 , -4506 , 547 , 805 , 856 , -1000 , 450
D , 290 , -3177 , -4535 , 237 , 757 , 804 , -1000 , 450
D , 291 , -3377 , -4447 , -111 , 700 , 753 , -1000 , 450
D , 292 , -3559 , -4327 , -154 , 635 , 691 , -1000 , 450
D , 293 , -3737 , -4227 , 327 , 548 , 636 , -1000 , 450
D , 294 , -3910 , -4124 , 159 , 507 , 585 , -1000 , 450
D , 295 , -4078 , -3996 , -627 , 464 , 536 , -1000 , 450
D , 296 , -4243 , -3742 , -622 , 403 , 482 , -1000 , 450
D , 297 , -4324 , -3406 , -4 , 340 , 421 , -1000 , 450
D , 298 , -4382 , -3087 , 622 , 282 , 333 , -1000 , 450
D , 299 , -4440 , -2812 , 699 , 227 , 234 , -1000 , 450
S, 6 , 600 , 7405 , 1 , 1 , 909 , 689 , 445 , 1647 , 365
D , 0 , -228 , -304 , 92 , 632 , 662 , 309 , 374
D , 1 , -250 , -305 , 166 , 637 , 659 , 285 , 375
D , 2 , -259 , -278 , 51 , 646 , 667 , 321 , 375
D , 3 , -259 , -227 , -67 , 661 , 677 , 402 , 376
D , 4 , -248 , -151 , -6 , 674 , 692 , 519 , 377
D , 5 , -224 , -49 , 104 , 684 , 708 , 670 , 378
D , 6 , -190 , 72 , 96 , 720 , 727 , 893 , 378
D , 7 , -148 , 194 , 91 , 720 , 727 , 1000 , 379
D , 8 , -98 , 318 , 47 , 733 , 742 , 1000 , 380
D , 9 , -34 , 415 , -75 , 740 , 755 , 1000 , 381
D , 10 , 1 , 436 , -147 , 746 , 761 , 1000 , 381
D , 11 , 11 , 373 , -220 , 749 , 763 , 1000 , 382
D , 12 , -7 , 236 , -81 , 759 , 769 , 1000 , 383
D , 13 , -46 , 65 , 214 , 761 , 771 , 1000 , 384
D , 14 , -97 , -97 , 240 , 767 , 780 , 976 , 384
D , 15 , -153 , -249 , 180 , 778 , 788 , 811 , 385
D , 16 , -208 , -372 , -2 , 776 , 793 , 647 , 386
D , 17 , -261 , -472 , -90 , 774 , 779 , 477 , 387
D , 18 , -311 , -547 , 49 , 774 , 777 , 353 , 387
D , 19 , -356 , -593 , 68 , 777 , 770 , 256 , 388
D , 20 , -405 , -608 , 8 , 770 , 777 , 188 , 389
D , 21 , -431 , -587 , -85 , 769 , 771 , 166 , 390
D , 22 , -447 , -535 , -23 , 770 , 772 , 195 , 390
D , 23 , -446 , -438 , 17 , 761 , 773 , 266 , 391
D , 24 , -427 , -299 , 8 , 757 , 773 , 400 , 392
D , 25 , -389 , -126 , 7 , 760 , 767 , 584 , 393
D , 26 , -334 , 76 , -29 , 752 , 759 , 793 , 393
D , 27 , -268 , 265 , -60 , 747 , 759 , 1000 , 394
D , 28 , -197 , 436 , -44 , 746 , 758 , 1000 , 395
D , 29 , -111 , 569 , -5 , 754 , 751 , 1000 , 396
D , 30 , -52 , 642 , 7 , 744 , 752 , 1000 , 396
D , 31 , -16 , 619 , 16 , 740 , 754 , 1000 , 397
D , 32 , -13 , 506 , 89 , 735 , 747 , 1000 , 398
D , 33 , -41 , 322 , 63 , 694 , 752 , 1000 , 399
D , 34 , -91 , 114 , 14 , 691 , 754 , 970 , 399
D , 35 , -147 , -67 , -81 , 731 , 752 , 806 , 400
D , 36 , -203 , -220 , -73 , 734 , 748 , 609 , 401
D , 37 , -256 , -334 , -151 , 689 , 754 , 392 , 402
D , 38 , -302 , -410 , 83 , 697 , 755 , 288 , 402
D , 39 , -348 , -443 , 394 , 694 , 774 , 232 , 403
D , 40 , -373 , -447 , 349 , 698 , 778 , 211 , 404
D , 41 , -388 , -406 , 63 , 705 , 791 , 258 , 405
D , 42 , -385 , -315 , -249 , 707 , 787 , 336 , 405
D , 43 , -360 , -176 , -220 , 710 , 776 , 469 , 406
D , 44 , -317 , -6 , 21 , 710 , 767 , 648 , 407
D , 45 , -258 , 178 , 161 , 708 , 772 , 874 , 408
D , 46 , -192 , 352 , 179 , 707 , 769 , 1000 , 408
D , 47 , -123 , 504 , -12 , 712 , 770 , 1000 , 409
D , 48 , -41 , 609 , -106 , 712 , 766 , 1000 , 410
D , 49 , 5 , 631 , -135 , 707 , 777 , 1000 , 411
D , 50 , 22 , 553 , -95 , 718 , 780 , 1000 , 411
D , 51 , 4 , 391 , 80 , 728 , 787 , 1000 , 412
D , 52 , -37 , 191 , 264 , 725 , 792 , 1000 , 413
D , 53 , -91 , -4 , 276 , 771 , 795 , 1000 , 414
D , 54 , -146 , -155 , 122 , 777 , 803 , 833 , 414
D , 55 , -195 , -271 , -22 , 739 , 805 , 623 , 415
D , 56 , -236 , -346 , 3 , 736 , 810 , 515 , 416
D , 57 , -280 , -383 , -22 , 787 , 809 , 509 , 417
D , 58 , -306 , -396 , 41 , 782 , 812 , 464 , 417
D , 59 , -324 , -385 , 100 , 781 , 794 , 424 , 418
D , 60 , -336 , -361 , -72 , 782 , 788 , 421 , 419
D , 61 , -342 , -320 , -81 , 779 , 779 , 430 , 420
D , 62 , -341 , -261 , -43 , 778 , 771 , 467 , 420
D , 63 , -332 , -185 , 133 , 778 , 780 , 555 , 421
D , 64 , -316 , -108 , 180 , 780 , 781 , 642 , 422
D , 65 , -294 , -23 , -145 , 787 , 783 , 750 , 423
D , 66 , -269 , 59 , -193 , 796 , 799 , 884 , 423
D , 67 , -233 , 137 , -89 , 799 , 805 , 1000 , 424
D , 68 , -203 , 202 , 47 , 805 , 811 , 1000 , 425
D , 69 , -178 , 230 , 138 , 804 , 817 , 1000 , 426
D , 70 , -170 , 200 , 6 , 804 , 824 , 1000 , 426
D , 71 , -184 , 107 , -69 , 799 , 827 , 1000 , 427
D , 72 , -220 , -51 , -101 , 807 , 836 , 899 , 428
D , 73 , -270 , -202 , -22 , 807 , 836 , 711 , 429
D , 74 , -326 , -348 , 128 , 807 , 828 , 510 , 429
D , 75 , -384 , -469 , 143 , 804 , 832 , 342 , 430
D , 76 , -440 , -562 , 154 , 809 , 835 , 211 , 431
D , 77 , -503 , -615 , -114 , 806 , 837 , 93 , 432
D , 78 , -541 , -622 , -260 , 806 , 846 , 57 , 432
D , 79 , -559 , -554 , -214 , 807 , 846 , 98 , 433
D , 80 , -547 , -399 , 64 , 800 , 839 , 222 , 434
D , 81 , -500 , -169 , 203 , 791 , 830 , 443 , 435
D , 82 , -424 , 101 , 55 , 780 , 825 , 733 , 435
D , 83 , -330 , 374 , -21 , 770 , 814 , 1000 , 436
D , 84 , -230 , 617 , -47 , 762 , 796 , 1000 , 437
D , 85 , -131 , 807 , -83 , 753 , 781 , 1000 , 438
D , 86 , -23 , 913 , -85 , 737 , 766 , 1000 , 438
D , 87 , 33 , 910 , 98 , 727 , 768 , 1000 , 439
D , 88 , 53 , 802 , 125 , 728 , 776 , 1000 , 440
D , 89 , 41 , 622 , 42 , 740 , 740 , 1000 , 441
D , 90 , 10 , 434 , -103 , 748 , 791 , 1000 , 441
D , 91 , -26 , 259 , -112 , 757 , 796 , 1000 , 442
D , 92 , -59 , 126 , 123 , 757 , 804 , 1000 , 443
D , 93 , -90 , 20 , 169 , 758 , 794 , 916 , 444
D , 94 , -117 , -52 , -37 , 763 , 796 , 832 , 444
D , 95 , -139 , -100 , -174 , 770 , 742 , 694 , 445
D , 96 , -162 , -132 , 2 , 771 , 738 , 635 , 446
D , 97 , -179 , -169 , 177 , 771 , 784 , 652 , 447
D , 98 , -200 , -210 , 233 , 772 , 774 , 577 , 447
D , 99 , -224 , -255 , 61 , 773 , 729 , 444 , 448
D , 100 , -252 , -300 , -109 , 791 , 741 , 418 , 449
D , 101 , -277 , -328 , -146 , 805 , 758 , 411 , 450
D , 102 , -299 , -343 , -103 , 823 , 780 , 432 , 450
D , 103 , -315 , -328 , -53 , 841 , 797 , 478 , 451
D , 104 , -318 , -280 , 34 , 871 , 856 , 583 , 452
D , 105 , -306 , -189 , 170 , 871 , 856 , 737 , 453
D , 106 , -280 , -70 , 164 , 889 , 876 , 924 , 453
D , 107 , -244 , 51 , 33 , 901 , 872 , 1000 , 454
D , 108 , -203 , 169 , -88 , 902 , 870 , 1000 , 455
D , 109 , -159 , 273 , -111 , 897 , 904 , 1000 , 456
D , 110 , -121 , 332 , 9 , 888 , 841 , 1000 , 456
D , 111 , -96 , 331 , -9 , 877 , 830 , 1000 , 457
D , 112 , -100 , 242 , -80 , 877 , 822 , 1000 , 458
D , 113 , -128 , 86 , -206 , 876 , 813 , 1000 , 459
D , 114 , -189 , -74 , -18 , 870 , 811 , 874 , 459
D , 115 , -242 , -219 , 117 , 862 , 865 , 758 , 460
D , 116 , -295 , -335 , 205 , 857 , 862 , 586 , 461
D , 117 , -344 , -430 , 190 , 863 , 819 , 393 , 462
D , 118 , -389 , -498 , -13 , 869 , 824 , 300 , 462
D , 119 , -429 , -536 , -39 , 879 , 881 , 323 , 463
D , 120 , -458 , -532 , -16 , 869 , 892 , 293 , 464
D , 121 , -474 , -480 , 2 , 862 , 898 , 319 , 465
D , 122 , -465 , -357 , -12 , 856 , 893 , 416 , 465
D , 123 , -436 , -180 , 7 , 849 , 893 , 588 , 466
D , 124 , -373 , 17 , 5 , 843 , 887 , 809 , 467
D , 125 , -310 , 202 , 0 , 840 , 872 , 1000 , 468
D , 126 , -242 , 376 , -83 , 838 , 864 , 1000 , 468
D , 127 , -174 , 519 , -188 , 830 , 866 , 1000 , 469
D , 128 , -112 , 610 , -149 , 823 , 859 , 1000 , 470
D , 129 , -70 , 620 , 160 , 824 , 853 , 1000 , 471
D , 130 , -55 , 536 , 348 , 835 , 861 , 1000 , 471
D , 131 , -70 , 388 , 149 , 844 , 874 , 1000 , 472
D , 132 , -103 , 221 , -211 , 845 , 878 , 1000 , 473
D , 133 , -157 , 62 , -160 , 851 , 899 , 1000 , 474
D , 134 , -200 , -66 , -17 , 848 , 894 , 916 , 474
D , 135 , -240 , -168 , 196 , 859 , 892 , 796 , 475
D , 136 , -274 , -235 , 55 , 862 , 895 , 707 , 476
D , 137 , -303 , -285 , 65 , 856 , 892 , 618 , 477
D , 138 , -327 , -310 , 40 , 856 , 892 , 568 , 477
D , 139 , -347 , -324 , 127 , 863 , 892 , 542 , 478
D , 140 , -365 , -324 , -54 , 864 , 881 , 505 , 479
D , 141 , -379 , -314 , -20 , 869 , 876 , 497 , 480
D , 142 , -389 , -288 , -95 , 874 , 878 , 517 , 480
D , 143 , -394 , -249 , 53 , 882 , 882 , 562 , 481
D , 144 , -391 , -196 , 46 , 894 , 889 , 637 , 482
D , 145 , -381 , -130 , 54 , 894 , 898 , 717 , 483
D , 146 , -364 , -58 , 21 , 899 , 905 , 813 , 483
D , 147 , -341 , 22 , -10 , 911 , 909 , 930 , 484
D , 148 , -314 , 103 , -22 , 924 , 919 , 1000 , 485
D , 149 , -285 , 168 , -137 , 924 , 925 , 1000 , 486
D , 150 , -263 , 199 , -48 , 918 , 929 , 1000 , 486
D , 151 , -256 , 171 , 160 , 920 , 920 , 1000 , 487
D , 152 , -273 , 84 , 212 , 917 , 919 , 1000 , 488
D , 153 , -304 , -31 , -29 , 911 , 911 , 911 , 489
D , 154 , -346 , -160 , -98 , 916 , 917 , 770 , 489
D , 155 , -393 , -272 , -34 , 905 , 913 , 597 , 490
D , 156 , -439 , -364 , 126 , 904 , 919 , 473 , 491
D , 157 , -483 , -441 , 164 , 852 , 918 , 277 , 492
D , 158 , -524 , -497 , -90 , 905 , 921 , 265 , 492
D , 159 , -562 , -530 , -225 , 897 , 915 , 174 , 493
D , 160 , -591 , -532 , -243 , 891 , 919 , 135 , 494
D , 161 , -607 , -460 , 56 , 885 , 923 , 175 , 495
D , 162 , -593 , -310 , 211 , 873 , 915 , 289 , 495
D , 163 , -542 , -77 , 134 , 826 , 903 , 456 , 496
D , 164 , -460 , 198 , -28 , 813 , 895 , 749 , 497
D , 165 , -360 , 476 , -62 , 808 , 887 , 1000 , 498
D , 166 , -256 , 711 , 30 , 820 , 874 , 1000 , 498
D , 167 , -154 , 900 , 47 , 779 , 860 , 1000 , 499
D , 168 , -64 , 1016 , -111 , 764 , 842 , 1000 , 500
D , 169 , -1 , 1017 , -102 , 753 , 828 , 1000 , 501
D , 170 , 22 , 895 , -51 , 753 , 828 , 1000 , 501
D , 171 , 2 , 684 , 23 , 745 , 828 , 1000 , 502
D , 172 , -32 , 473 , 10 , 739 , 821 , 1000 , 503
D , 173 , -67 , 312 , 35 , 740 , 828 , 1000 , 504
D , 174 , -95 , 192 , 141 , 739 , 830 , 903 , 504
D , 175 , -119 , 101 , -44 , 737 , 840 , 809 , 505
D , 176 , -140 , 32 , -95 , 743 , 832 , 721 , 506
D , 177 , -153 , -3 , -200 , 794 , 832 , 750 , 507
D , 178 , -162 , -25 , 68 , 734 , 827 , 622 , 507
D , 179 , -166 , -37 , 311 , 729 , 824 , 592 , 508
D , 180 , -172 , -50 , 168 , 739 , 817 , 577 , 509
D , 181 , -177 , -51 , -139 , 749 , 813 , 577 , 510
D , 182 , -180 , -53 , -200 , 763 , 822 , 605 , 510
D , 183 , -180 , -41 , -111 , 811 , 831 , 698 , 511
D , 184 , -179 , -26 , 55 , 824 , 839 , 742 , 512
D , 185 , -173 , 2 , 106 , 842 , 847 , 810 , 513
D , 186 , -162 , 30 , -46 , 831 , 862 , 850 , 513
D , 187 , -152 , 55 , -105 , 878 , 885 , 985 , 514
D , 188 , -143 , 72 , -102 , 895 , 908 , 1000 , 515
D , 189 , -136 , 78 , -15 , 916 , 927 , 1000 , 516
D , 190 , -136 , 52 , 14 , 926 , 930 , 1000 , 516
D , 191 , -149 , -2 , 200 , 933 , 928 , 1000 , 517
D , 192 , -172 , -84 , 175 , 940 , 942 , 1000 , 518
D , 193 , -206 , -181 , 16 , 944 , 934 , 880 , 519
D , 194 , -246 , -272 , -140 , 947 , 930 , 755 , 519
D , 195 , -287 , -351 , -19 , 953 , 937 , 659 , 520
D , 196 , -327 , -413 , 74 , 947 , 933 , 546 , 521
D , 197 , -363 , -456 , 90 , 946 , 938 , 473 , 522
D , 198 , -391 , -466 , -97 , 954 , 937 , 443 , 522
D , 199 , -413 , -452 , -104 , 958 , 946 , 448 , 523
D , 200 , -430 , -414 , 43 , 954 , 950 , 461 , 524
D , 201 , -435 , -362 , 174 , 948 , 958 , 496 , 525
D , 202 , -430 , -281 , 130 , 948 , 958 , 575 , 525
D , 203 , -413 , -185 , -10 , 943 , 960 , 670 , 526
D , 204 , -387 , -68 , -31 , 938 , 957 , 786 , 527
D , 205 , -350 , 58 , 21 , 925 , 961 , 920 , 528
D , 206 , -310 , 168 , 45 , 927 , 964 , 1000 , 528
D , 207 , -266 , 276 , -88 , 914 , 955 , 1000 , 529
D , 208 , -224 , 342 , -61 , 911 , 950 , 1000 , 530
D , 209 , -187 , 362 , 78 , 901 , 945 , 1000 , 531
D , 210 , -174 , 348 , -149 , 901 , 949 , 1000 , 531
D , 211 , -110 , 577 , -917 , 904 , 959 , 1000 , 532
D , 212 , -26 , 739 , -767 , 909 , 931 , 1000 , 533
D , 213 , 151 , 1320 , 990 , 905 , 927 , 1000 , 534
T , 214 , 392 , 1855 , 1556 , 889 , 929 , 1000 , 534
D , 215 , 657 , 2371 , -149 , 880 , 923 , 1000 , 534
D , 216 , 900 , 2603 , -547 , 887 , 895 , 1000 , 534
D , 217 , 974 , 2497 , -518 , 947 , 869 , 1000 , 534
D , 218 , 1020 , 2251 , -407 , 943 , 862 , 1000 , 534
D , 219 , 1078 , 2126 , -438 , 938 , 874 , 1000 , 534
D , 220 , 1143 , 1970 , 151 , 887 , 887 , 1000 , 534
D , 221 , 1162 , 1680 , 790 , 878 , 877 , 1000 , 534
D , 222 , 1120 , 1252 , 929 , 886 , 841 , 1000 , 534
D , 223 , 1007 , 660 , 51 , 892 , 840 , 1000 , 534
D , 224 , 832 , 4 , -396 , 892 , 836 , 1000 , 534
D , 225 , 614 , -636 , -312 , 897 , 834 , 1000 , 534
D , 226 , 427 , -1049 , 332 , 901 , 839 , 1000 , 534
D , 227 , 259 , -1400 , 427 , 910 , 863 , 1000 , 534
D , 228 , 44 , -1692 , 128 , 908 , 867 , 1000 , 534
D , 229 , -49 , -1594 , -277 , 922 , 859 , 1000 , 534
D , 230 , -97 , -1527 , -486 , 935 , 828 , 1000 , 534
D , 231 , -156 , -1490 , -304 , 942 , 829 , 1000 , 534
D , 232 , -194 , -1352 , 132 , 939 , 847 , 1000 , 534
D , 233 , -232 , -1285 , 227 , 909 , 886 , 1000 , 534
D , 234 , -280 , -1259 , 114 , 917 , 887 , 1000 , 534
D , 235 , -366 , -1373 , -22 , 923 , 879 , 1000 , 534
D , 236 , -493 , -1642 , -329 , 842 , 891 , 1000 , 534
D , 237 , -767 , -2184 , -117 , 842 , 891 , 313 , 534
D , 238 , -1084 , -2857 , 128 , 836 , 896 , -602 , 534
D , 239 , -1415 , -3338 , 1036 , 837 , 879 , -1000 , 534
D , 240 , -1629 , -3342 , 77 , 872 , 873 , -1000 , 534
D , 241 , -1745 , -3169 , -552 , 865 , 857 , -1000 , 534
D , 242 , -1848 , -3023 , -140 , 832 , 856 , -1000 , 534
D , 243 , -1948 , -2878 , -36 , 791 , 821 , -1000 , 534
D , 244 , -2045 , -2747 , -34 , 768 , 785 , -1000 , 534
D , 245 , -2133 , -2597 , -18 , 736 , 743 , -1000 , 534
D , 246 , -2215 , -2476 , -305 , 678 , 693 , -1000 , 534
D , 247 , -2318 , -2377 , -858 , 624 , 617 , -1000 , 534
D , 248 , -2413 , -2327 , -644 , 553 , 557 , -1000 , 534
D , 249 , -2516 , -2286 , -74 , 476 , 508 , -1000 , 534
D , 250 , -2606 , -2192 , 429 , 398 , 471 , -1000 , 534
D , 251 , -2663 , -2006 , 350 , 317 , 402 , -1000 , 534
D , 252 , -2690 , -1779 , -64 , 243 , 328 , -1000 , 534
D , 253 , -2704 , -1564 , -487 , 205 , 219 , -1000 , 534
D , 254 , -2716 , -1376 , -592 , 119 , 135 , -1000 , 534
D , 255 , -2731 , -1227 , -236 , 30 , 49 , -1000 , 534
D , 256 , -2761 , -1178 , -116 , -55 , -6 , -1000 , 534
D , 257 , -2827 , -1199 , -190 , -116 , -86 , -1000 , 534
D , 258 , -2891 , -1207 , -365 , -195 , -168 , -1000 , 534
D , 259 , -2941 , -1156 , -365 , -277 , -256 , -1000 , 534
D , 260 , -2968 , -1052 , -202 , -348 , -353 , -1000 , 534
D , 261 , -2984 , -936 , 53 , -426 , -429 , -1000 , 534
D , 262 , -2993 , -833 , 63 , -493 , -484 , -1000 , 534
D , 263 , -3003 , -738 , -8 , -545 , -541 , -1000 , 534
D , 264 , -3013 , -660 , -114 , -608 , -587 , -1000 , 534
D , 265 , -3019 , -582 , 30 , -666 , -628 , -1000 , 534
D , 266 , -3025 , -510 , 200 , -706 , -677 , -1000 , 534
D , 267 , -3029 , -453 , 103 , -741 , -712 , -1000 , 534
D , 268 , -3038 , -422 , -159 , -755 , -739 , -1000 , 534
D , 269 , -3051 , -408 , -228 , -809 , -801 , -1000 , 534
D , 270 , -3071 , -407 , -204 , -809 , -801 , -1000 , 534
D , 271 , -3086 , -388 , 37 , -838 , -830 , -1000 , 534
D , 272 , -3098 , -365 , 112 , -865 , -855 , -1000 , 534
D , 273 , -3104 , -333 , -56 , -890 , -879 , -1000 , 534
D , 274 , -3115 , -317 , -211 , -900 , -897 , -1000 , 534
D , 275 , -3130 , -335 , -176 , -918 , -917 , -1000 , 534
D , 276 , -3160 , -356 , -21 , -938 , -933 , -1000 , 534
D , 277 , -3183 , -373 , 128 , -962 , -944 , -1000 , 534
D , 278 , -3205 , -371 , 9 , -977 , -962 , -1000 , 534
D , 279 , -3222 , -375 , -194 , -993 , -988 , -1000 , 534
D , 280 , -3242 , -378 , -195 , -1006 , -1002 , -1000 , 534
D , 281 , -3270 , -420 , -102 , -1013 , -1008 , -1000 , 534
D , 282 , -3304 , -465 , 107 , -1025 , -1029 , -1000 , 534
D , 283 , -3344 , -519 , 35 , -1036 , -1037 , -1000 , 534
D , 284 , -3383 , -560 , -48 , -1046 , -1053 , -1000 , 534
D , 285 , -3432 , -592 , -137 , -1053 , -1070 , -1000 , 534
D , 286 , -3474 , -636 , -173 , -1055 , -1076 , -1000 , 534
D , 287 , -3518 , -674 , 51 , -1009 , -1087 , -1000 , 534
D , 288 , -3566 , -725 , 54 , -1078 , -1098 , -1000 , 534
D , 289 , -3618 , -784 , 88 , -1028 , -1104 , -1000 , 534
D , 290 , -3679 , -853 , -85 , -1027 , -1110 , -1000 , 534
D , 291 , -3746 , -936 , -124 , -1031 , -1061 , -1000 , 534
D , 292 , -3814 , -1000 , -18 , -1031 , -1118 , -1000 , 534
D , 293 , -3885 , -1068 , 100 , -1035 , -1121 , -1000 , 534
D , 294 , -3957 , -1151 , 114 , -1037 , -1124 , -1000 , 534
D , 295 , -4058 , -1231 , -153 , -1032 , -1127 , -1000 , 534
D , 296 , -4151 , -1332 , -196 , -1031 , -1121 , -1000 , 534
D , 297 , -4248 , -1432 , -144 , -1034 , -1072 , -1000 , 534
D , 298 , -4348 , -1522 , -109 , -1041 , -1128 , -1000 , 534
D , 299 , -4452 , -1615 , -11 , -1044 , -1116 , -1000 , 534
S, 7 , 750 , 7403 , 1 , 1 , 922 , 689 , 444 , 2002 , 260
D , 0 , -16 , -448 , -74 , 694 , 693 , 368 , 435
D , 1 , -44 , -460 , -25 , 700 , 694 , 335 , 435
D , 2 , -64 , -440 , -50 , 688 , 695 , 312 , 436
D , 3 , -80 , -407 , 20 , 688 , 687 , 310 , 437
D , 4 , -85 , -357 , 169 , 693 , 689 , 356 , 438
D , 5 , -85 , -296 , 97 , 709 , 702 , 450 , 438
D , 6 , -78 , -226 , -8 , 711 , 711 , 534 , 439
D , 7 , -61 , -135 , -42 , 718 , 717 , 647 , 440
D , 8 , -36 , -32 , -90 , 724 , 725 , 783 , 441
D , 9 , -4 , 72 , 9 , 725 , 730 , 915 , 441
D , 10 , 31 , 171 , 75 , 734 , 738 , 1000 , 442
D , 11 , 69 , 252 , -18 , 736 , 741 , 1000 , 443
D , 12 , 105 , 278 , -69 , 733 , 751 , 1000 , 444
D , 13 , 113 , 228 , -64 , 738 , 756 , 1000 , 444
D , 14 , 91 , 99 , -130 , 737 , 761 , 1000 , 445
D , 15 , 41 , -84 , -60 , 739 , 761 , 881 , 446
D , 16 , -23 , -276 , 30 , 734 , 754 , 625 , 447
D , 17 , -93 , -441 , 114 , 733 , 761 , 413 , 447
D , 18 , -161 , -574 , 76 , 733 , 768 , 232 , 448
D , 19 , -223 , -663 , 19 , 731 , 792 , 91 , 449
D , 20 , -275 , -706 , 59 , 731 , 792 , 24 , 450
D , 21 , -312 , -681 , 7 , 727 , 800 , 10 , 450
D , 22 , -331 , -594 , 42 , 734 , 800 , 74 , 451
D , 23 , -319 , -446 , 100 , 725 , 798 , 197 , 452
D , 24 , -281 , -244 , 63 , 718 , 775 , 366 , 453
D , 25 , -220 , -14 , 75 , 704 , 765 , 593 , 453
D , 26 , -140 , 239 , 23 , 696 , 754 , 868 , 454
D , 27 , -50 , 480 , 7 , 682 , 744 , 1000 , 455
D , 28 , 40 , 678 , 31 , 671 , 737 , 1000 , 456
D , 29 , 125 , 813 , 75 , 663 , 724 , 1000 , 456
D , 30 , 195 , 876 , -35 , 662 , 709 , 1000 , 457
D , 31 , 237 , 814 , -172 , 669 , 714 , 1000 , 458
D , 32 , 246 , 678 , -184 , 676 , 716 , 1000 , 459
D , 33 , 227 , 510 , 47 , 678 , 726 , 1000 , 459
D , 34 , 195 , 334 , 91 , 681 , 719 , 1000 , 460
D , 35 , 160 , 180 , -42 , 686 , 718 , 1000 , 461
D , 36 , 126 , 57 , -214 , 689 , 724 , 919 , 462
D , 37 , 92 , -51 , -69 , 695 , 717 , 784 , 462
D , 38 , 58 , -146 , 119 , 687 , 710 , 640 , 463
D , 39 , 19 , -242 , 165 , 692 , 706 , 514 , 464
D , 40 , -21 , -333 , 180 , 695 , 696 , 378 , 465
D , 41 , -76 , -412 , 34 , 708 , 693 , 263 , 465
D , 42 , -117 , -469 , -194 , 720 , 708 , 208 , 466
D , 43 , -151 , -491 , -244 , 733 , 716 , 181 , 467
D , 44 , -175 , -479 , -68 , 748 , 746 , 231 , 468
D , 45 , -183 , -408 , 70 , 760 , 757 , 317 , 468
D , 46 , -171 , -292 , 180 , 776 , 772 , 476 , 469
D , 47 , -137 , -129 , 155 , 792 , 783 , 691 , 470
D , 48 , -84 , 63 , -8 , 796 , 779 , 914 , 471
D , 49 , -18 , 251 , -115 , 808 , 784 , 1000 , 471
D , 50 , 49 , 413 , -57 , 807 , 798 , 1000 , 472
D , 51 , 133 , 546 , -45 , 800 , 788 , 1000 , 473
D , 52 , 188 , 604 , -75 , 795 , 776 , 1000 , 474
D , 53 , 212 , 546 , 3 , 789 , 771 , 1000 , 474
D , 54 , 201 , 395 , 103 , 789 , 771 , 1000 , 475
D , 55 , 158 , 195 , 166 , 783 , 764 , 1000 , 476
D , 56 , 103 , 0 , 50 , 781 , 757 , 986 , 477
D , 57 , 43 , -171 , -39 , 784 , 770 , 795 , 477
D , 58 , -12 , -308 , 45 , 785 , 765 , 608 , 478
D , 59 , -60 , -394 , 125 , 787 , 768 , 486 , 479
D , 60 , -113 , -456 , 37 , 780 , 772 , 368 , 480
D , 61 , -147 , -485 , -138 , 767 , 775 , 290 , 480
D , 62 , -175 , -486 , -80 , 758 , 769 , 234 , 481
D , 63 , -193 , -455 , 90 , 746 , 773 , 228 , 482
D , 64 , -197 , -388 , 163 , 741 , 773 , 272 , 483
D , 65 , -187 , -282 , 124 , 744 , 776 , 382 , 483
D , 66 , -156 , -131 , -55 , 736 , 774 , 529 , 484
D , 67 , -109 , 37 , -96 , 731 , 769 , 709 , 485
D , 68 , -50 , 213 , 64 , 737 , 781 , 950 , 486
D , 69 , 14 , 380 , 117 , 738 , 782 , 1000 , 486
D , 70 , 97 , 517 , 92 , 739 , 774 , 1000 , 487
D , 71 , 155 , 596 , -25 , 740 , 792 , 1000 , 488
D , 72 , 194 , 597 , -119 , 751 , 801 , 1000 , 489
D , 73 , 203 , 500 , -94 , 757 , 798 , 1000 , 489
D , 74 , 180 , 332 , 54 , 755 , 799 , 1000 , 490
D , 75 , 137 , 141 , 142 , 760 , 812 , 1000 , 491
D , 76 , 86 , -28 , 103 , 763 , 824 , 972 , 492
D , 77 , 34 , -170 , -153 , 767 , 815 , 783 , 492
D , 78 , -15 , -294 , -50 , 771 , 816 , 626 , 493
D , 79 , -75 , -382 , 184 , 770 , 817 , 484 , 494
D , 80 , -116 , -446 , 306 , 774 , 815 , 384 , 495
D , 81 , -152 , -476 , 22 , 787 , 814 , 335 , 495
