token@token lego-rl % scripts/run_on_hub.sh robot/sysid_collision.py
Searching for any hub with Pybricks service...
battery mV: 7514
gains: 10.71 0.8700001 0.43 0.3 tau: 30 slew: 150 trig: rate> 80 or stall< 0.5
targets deg/s: (300, 450, 600, 750) x 3 reps, ascending
S,seg,v_target,battery_mV,hit,fell,v_at_trig,peak_rate,peak_pitch_x10,recov_sigma_x100,trig_eff
D,i,pitch_x100,rate_x10,yaw_x10,wl,wr,duty_x10,vref
D , 275 , -2820 , -265 , 60 , -1052 , -1073 , -1000 , 576
D , 276 , -2851 , -322 , 121 , -1057 , -1086 , -1000 , 576
D , 277 , -2880 , -365 , 30 , -1065 , -1103 , -1000 , 576
D , 278 , -2911 , -395 , -116 , -1076 , -1107 , -1000 , 576
D , 279 , -2948 , -436 , 52 , -1064 , -1118 , -1000 , 576
D , 280 , -2984 , -485 , -20 , -1071 , -1119 , -1000 , 576
D , 281 , -3027 , -546 , 140 , -1075 , -1126 , -1000 , 576
D , 282 , -3071 , -599 , -78 , -1086 , -1124 , -1000 , 576
D , 283 , -3118 , -653 , -228 , -1096 , -1134 , -1000 , 576
D , 284 , -3170 , -713 , -32 , -1097 , -1135 , -1000 , 576
D , 285 , -3223 , -763 , 103 , -1102 , -1134 , -1000 , 576
D , 286 , -3278 , -820 , 139 , -1110 , -1135 , -1000 , 576
D , 287 , -3340 , -907 , 53 , -1115 , -1129 , -1000 , 576
D , 288 , -3430 , -991 , -183 , -1124 , -1139 , -1000 , 576
D , 289 , -3505 , -1073 , -190 , -1123 , -1135 , -1000 , 576
D , 290 , -3582 , -1158 , -93 , -1131 , -1141 , -1000 , 576
D , 291 , -3664 , -1226 , 37 , -1128 , -1136 , -1000 , 576
D , 292 , -3745 , -1294 , 132 , -1137 , -1143 , -1000 , 576
D , 293 , -3828 , -1359 , -57 , -1135 , -1140 , -1000 , 576
D , 294 , -3919 , -1431 , -84 , -1137 , -1141 , -1000 , 576
D , 295 , -4012 , -1507 , 6 , -1139 , -1145 , -1000 , 576
D , 296 , -4107 , -1575 , 64 , -1141 , -1145 , -1000 , 576
D , 297 , -4214 , -1668 , 1 , -1149 , -1139 , -1000 , 576
D , 298 , -4356 , -1779 , -102 , -1143 , -1137 , -1000 , 576
D , 299 , -4475 , -1881 , -104 , -1148 , -1136 , -1000 , 576
S, 3 , 750 , 7418 , 1 , 0 , 950 , 533 , 415 , 2139 , 335
D , 0 , -218 , 425 , -132 , 685 , 730 , 1000 , 360
D , 1 , -247 , 277 , -86 , 695 , 737 , 1000 , 361
D , 2 , -276 , 154 , 33 , 697 , 729 , 890 , 362
D , 3 , -304 , 49 , -58 , 744 , 731 , 840 , 363
D , 4 , -332 , -35 , -17 , 701 , 726 , 661 , 363
D , 5 , -357 , -101 , -104 , 696 , 724 , 565 , 364
D , 6 , -383 , -162 , -74 , 698 , 711 , 466 , 365
D , 7 , -413 , -203 , 47 , 754 , 713 , 482 , 366
D , 8 , -433 , -229 , 205 , 760 , 731 , 471 , 366
D , 9 , -448 , -234 , 253 , 771 , 748 , 491 , 367
D , 10 , -459 , -229 , 21 , 763 , 762 , 490 , 368
D , 11 , -466 , -208 , -109 , 806 , 789 , 604 , 369
D , 12 , -466 , -173 , -145 , 824 , 808 , 688 , 369
D , 13 , -461 , -126 , -43 , 845 , 833 , 801 , 370
D , 14 , -449 , -68 , 168 , 855 , 855 , 909 , 371
D , 15 , -432 , -1 , 138 , 878 , 878 , 1000 , 372
D , 16 , -410 , 70 , 36 , 882 , 891 , 1000 , 372
D , 17 , -378 , 132 , -62 , 886 , 886 , 1000 , 373
D , 18 , -359 , 160 , -92 , 884 , 886 , 1000 , 374
D , 19 , -349 , 148 , -74 , 894 , 897 , 1000 , 375
D , 20 , -360 , 74 , -22 , 895 , 899 , 1000 , 375
D , 21 , -390 , -44 , 104 , 894 , 903 , 1000 , 376
D , 22 , -438 , -195 , 35 , 894 , 909 , 933 , 377
D , 23 , -494 , -335 , 15 , 897 , 919 , 768 , 378
D , 24 , -554 , -465 , -11 , 894 , 934 , 606 , 378
D , 25 , -610 , -550 , 29 , 899 , 936 , 480 , 379
D , 26 , -670 , -601 , 227 , 899 , 952 , 393 , 380
D , 27 , -707 , -611 , 216 , 890 , 957 , 337 , 381
D , 28 , -738 , -614 , 91 , 891 , 960 , 305 , 381
D , 29 , -765 , -593 , -126 , 894 , 958 , 294 , 382
D , 30 , -781 , -542 , -81 , 889 , 959 , 313 , 383
D , 31 , -783 , -449 , 0 , 885 , 948 , 367 , 384
D , 32 , -762 , -297 , 18 , 880 , 938 , 497 , 384
D , 33 , -721 , -111 , -22 , 865 , 926 , 660 , 385
D , 34 , -662 , 86 , -115 , 865 , 916 , 879 , 386
D , 35 , -590 , 285 , -118 , 856 , 900 , 1000 , 387
D , 36 , -499 , 462 , -127 , 853 , 877 , 1000 , 387
D , 37 , -428 , 586 , -141 , 846 , 870 , 1000 , 388
D , 38 , -378 , 622 , -55 , 839 , 867 , 1000 , 389
D , 39 , -354 , 576 , 59 , 832 , 865 , 1000 , 390
D , 40 , -355 , 462 , 15 , 833 , 867 , 1000 , 390
D , 41 , -376 , 323 , 79 , 829 , 859 , 1000 , 391
D , 42 , -406 , 186 , 54 , 823 , 850 , 1000 , 392
D , 43 , -440 , 58 , 7 , 823 , 841 , 895 , 393
D , 44 , -475 , -52 , -221 , 829 , 828 , 748 , 393
D , 45 , -508 , -143 , -266 , 832 , 824 , 631 , 394
D , 46 , -547 , -206 , -250 , 834 , 815 , 522 , 395
D , 47 , -573 , -251 , 30 , 836 , 811 , 449 , 396
D , 48 , -597 , -283 , 198 , 830 , 795 , 360 , 396
D , 49 , -616 , -291 , 109 , 832 , 749 , 265 , 397
D , 50 , -629 , -278 , -60 , 839 , 804 , 352 , 398
D , 51 , -631 , -230 , -158 , 846 , 809 , 408 , 399
D , 52 , -623 , -163 , -28 , 849 , 817 , 489 , 399
D , 53 , -604 , -68 , 56 , 852 , 785 , 547 , 400
D , 54 , -572 , 53 , 63 , 854 , 832 , 758 , 401
D , 55 , -518 , 183 , 91 , 855 , 806 , 889 , 402
D , 56 , -465 , 323 , 19 , 852 , 853 , 1000 , 402
D , 57 , -407 , 450 , 72 , 853 , 856 , 1000 , 403
D , 58 , -350 , 547 , 56 , 857 , 857 , 1000 , 404
D , 59 , -304 , 588 , -41 , 856 , 811 , 1000 , 405
D , 60 , -276 , 558 , -78 , 849 , 804 , 1000 , 405
D , 61 , -273 , 464 , -54 , 844 , 802 , 1000 , 406
D , 62 , -293 , 312 , 109 , 848 , 807 , 1000 , 407
D , 63 , -330 , 135 , 180 , 843 , 807 , 1000 , 408
D , 64 , -376 , -27 , 134 , 836 , 869 , 904 , 408
D , 65 , -437 , -169 , 40 , 833 , 822 , 637 , 409
D , 66 , -485 , -279 , -62 , 834 , 828 , 498 , 410
D , 67 , -531 , -368 , 106 , 832 , 822 , 358 , 411
D , 68 , -569 , -415 , 167 , 828 , 835 , 287 , 411
D , 69 , -597 , -433 , 195 , 820 , 887 , 305 , 412
D , 70 , -615 , -403 , 65 , 811 , 839 , 224 , 413
D , 71 , -616 , -332 , -11 , 800 , 838 , 265 , 414
D , 72 , -596 , -203 , -151 , 796 , 832 , 381 , 414
D , 73 , -556 , -20 , -36 , 795 , 867 , 632 , 415
D , 74 , -481 , 180 , 34 , 797 , 821 , 819 , 416
D , 75 , -407 , 378 , 55 , 791 , 852 , 1000 , 417
D , 76 , -327 , 563 , 49 , 791 , 805 , 1000 , 417
D , 77 , -247 , 710 , -84 , 790 , 801 , 1000 , 418
D , 78 , -178 , 789 , -237 , 789 , 797 , 1000 , 419
D , 79 , -134 , 773 , -163 , 787 , 828 , 1000 , 420
D , 80 , -120 , 675 , 9 , 792 , 831 , 1000 , 420
D , 81 , -129 , 531 , 214 , 795 , 838 , 1000 , 421
D , 82 , -153 , 375 , 124 , 795 , 837 , 1000 , 422
D , 83 , -185 , 228 , -139 , 804 , 831 , 1000 , 423
D , 84 , -224 , 108 , -314 , 806 , 771 , 949 , 423
D , 85 , -248 , 27 , -229 , 802 , 816 , 911 , 424
D , 86 , -267 , -27 , 40 , 800 , 807 , 824 , 425
D , 87 , -282 , -64 , 89 , 804 , 815 , 792 , 426
D , 88 , -295 , -90 , 15 , 816 , 809 , 762 , 426
D , 89 , -309 , -123 , -191 , 823 , 806 , 722 , 427
D , 90 , -327 , -164 , -99 , 828 , 803 , 668 , 428
D , 91 , -350 , -220 , -81 , 849 , 808 , 630 , 429
D , 92 , -377 , -267 , 143 , 870 , 826 , 617 , 429
D , 93 , -404 , -297 , 100 , 890 , 843 , 616 , 430
D , 94 , -429 , -306 , 153 , 901 , 861 , 622 , 431
D , 95 , -416 , -100 , -767 , 924 , 881 , 878 , 432
D , 96 , -310 , 223 , -1022 , 945 , 886 , 1000 , 432
D , 97 , -219 , 439 , -446 , 977 , 893 , 1000 , 433
D , 98 , -132 , 705 , 605 , 971 , 908 , 1000 , 434
D , 99 , 97 , 1366 , 804 , 962 , 943 , 1000 , 435
T , 100 , 325 , 1804 , 516 , 963 , 937 , 1000 , 435
D , 101 , 542 , 2196 , -585 , 920 , 941 , 1000 , 435
D , 102 , 678 , 1851 , -797 , 1017 , 905 , 1000 , 435
D , 103 , 694 , 1544 , -586 , 1015 , 906 , 1000 , 435
D , 104 , 717 , 1476 , -8 , 999 , 942 , 1000 , 435
D , 105 , 791 , 1459 , 667 , 954 , 946 , 1000 , 435
D , 106 , 842 , 1377 , 464 , 928 , 945 , 1000 , 435
D , 107 , 831 , 1056 , 289 , 917 , 909 , 1000 , 435
D , 108 , 735 , 537 , -117 , 963 , 910 , 1000 , 435
D , 109 , 577 , -1 , 367 , 912 , 909 , 1000 , 435
D , 110 , 449 , -404 , -201 , 899 , 904 , 1000 , 435
D , 111 , 290 , -830 , -267 , 883 , 899 , 1000 , 435
D , 112 , 116 , -1200 , -540 , 879 , 889 , 1000 , 435
D , 113 , -30 , -1264 , -410 , 860 , 882 , 1000 , 435
D , 114 , -127 , -1367 , -293 , 858 , 863 , 1000 , 435
D , 115 , -224 , -1438 , 591 , 845 , 850 , 1000 , 435
D , 116 , -286 , -1408 , 756 , 825 , 900 , 1000 , 435
D , 117 , -360 , -1418 , 983 , 804 , 918 , 1000 , 435
D , 118 , -440 , -1484 , 491 , 834 , 924 , 1000 , 435
D , 119 , -533 , -1538 , -304 , 872 , 884 , 1000 , 435
D , 120 , -655 , -1742 , -890 , 878 , 890 , 814 , 435
D , 121 , -820 , -2010 , -275 , 897 , 881 , 452 , 435
D , 122 , -1018 , -2327 , -136 , 789 , 931 , -122 , 435
D , 123 , -1280 , -2635 , -150 , 784 , 930 , -659 , 435
D , 124 , -1493 , -2831 , 363 , 799 , 881 , -1000 , 435
D , 125 , -1639 , -2811 , 915 , 837 , 870 , -1000 , 435
D , 126 , -1774 , -2792 , 950 , 837 , 848 , -1000 , 435
D , 127 , -1908 , -2770 , 149 , 826 , 839 , -1000 , 435
D , 128 , -2022 , -2717 , -113 , 748 , 807 , -1000 , 435
D , 129 , -2135 , -2633 , -564 , 757 , 759 , -1000 , 435
D , 130 , -2245 , -2593 , -501 , 706 , 719 , -1000 , 435
D , 131 , -2351 , -2530 , -13 , 643 , 669 , -1000 , 435
D , 132 , -2470 , -2415 , 464 , 574 , 605 , -1000 , 435
D , 133 , -2540 , -2243 , 732 , 517 , 542 , -1000 , 435
D , 134 , -2588 , -2042 , 590 , 454 , 489 , -1000 , 435
D , 135 , -2621 , -1836 , 351 , 392 , 428 , -1000 , 435
D , 136 , -2641 , -1621 , 111 , 335 , 326 , -1000 , 435
D , 137 , -2650 , -1407 , 124 , 259 , 250 , -1000 , 435
D , 138 , -2656 , -1222 , 193 , 169 , 171 , -1000 , 435
D , 139 , -2660 , -1062 , 130 , 68 , 108 , -1000 , 435
D , 140 , -2669 , -937 , -109 , -16 , 37 , -1000 , 435
D , 141 , -2673 , -801 , -128 , -77 , -37 , -1000 , 435
D , 142 , -2664 , -645 , -162 , -153 , -138 , -1000 , 435
D , 143 , -2642 , -477 , -68 , -238 , -219 , -1000 , 435
D , 144 , -2611 , -313 , 59 , -328 , -299 , -1000 , 435
D , 145 , -2579 , -177 , 60 , -410 , -383 , -1000 , 435
D , 146 , -2548 , -64 , 109 , -477 , -452 , -1000 , 435
D , 147 , -2521 , 18 , 82 , -549 , -507 , -1000 , 435
D , 148 , -2495 , 95 , 86 , -620 , -567 , -1000 , 435
D , 149 , -2466 , 170 , 81 , -672 , -614 , -1000 , 435
D , 150 , -2433 , 247 , -55 , -703 , -668 , -1000 , 435
D , 151 , -2399 , 311 , -162 , -726 , -709 , -1000 , 435
D , 152 , -2356 , 365 , -180 , -758 , -740 , -1000 , 435
D , 153 , -2321 , 423 , -27 , -786 , -771 , -1000 , 435
D , 154 , -2283 , 475 , 28 , -816 , -804 , -1000 , 435
D , 155 , -2242 , 530 , 40 , -844 , -832 , -1000 , 435
D , 156 , -2204 , 565 , -54 , -867 , -863 , -1000 , 435
D , 157 , -2167 , 594 , -29 , -888 , -894 , -1000 , 435
D , 158 , -2129 , 622 , -76 , -910 , -924 , -1000 , 435
D , 159 , -2089 , 651 , 5 , -929 , -942 , -1000 , 435
D , 160 , -2048 , 680 , -29 , -945 , -967 , -1000 , 435
D , 161 , -1995 , 710 , 14 , -967 , -992 , -1000 , 435
D , 162 , -1954 , 727 , -113 , -985 , -1008 , -1000 , 435
D , 163 , -1915 , 732 , -52 , -1002 , -1029 , -1000 , 435
D , 164 , -1881 , 728 , -61 , -1020 , -1041 , -1000 , 435
D , 165 , -1848 , 718 , 43 , -1041 , -1053 , -1000 , 435
D , 166 , -1812 , 725 , -72 , -1059 , -1065 , -1000 , 435
D , 167 , -1771 , 749 , 72 , -1070 , -1077 , -1000 , 435
D , 168 , -1729 , 766 , 133 , -1075 , -1091 , -1000 , 435
D , 169 , -1687 , 776 , 81 , -1095 , -1096 , -1000 , 435
D , 170 , -1644 , 796 , -169 , -1100 , -1102 , -1000 , 435
D , 171 , -1591 , 806 , -240 , -1110 , -1114 , -1000 , 435
D , 172 , -1550 , 807 , -42 , -1121 , -1122 , -1000 , 435
D , 173 , -1510 , 809 , 212 , -1132 , -1124 , -1000 , 435
D , 174 , -1468 , 813 , 282 , -1142 , -1126 , -1000 , 435
D , 175 , -1427 , 823 , 3 , -1140 , -1128 , -1000 , 435
D , 176 , -1385 , 828 , -70 , -1155 , -1140 , -1000 , 435
D , 177 , -1342 , 839 , -151 , -1158 , -1151 , -1000 , 435
D , 178 , -1296 , 855 , 54 , -1166 , -1150 , -1000 , 435
D , 179 , -1248 , 878 , 51 , -1171 , -1157 , -1000 , 435
D , 180 , -1198 , 901 , 21 , -1180 , -1160 , -1000 , 435
D , 181 , -1136 , 917 , -31 , -1176 , -1166 , -1000 , 435
D , 182 , -1089 , 919 , -110 , -1174 , -1169 , -1000 , 435
D , 183 , -1043 , 922 , 36 , -1175 , -1171 , -1000 , 435
D , 184 , -999 , 923 , -26 , -1176 , -1174 , -1000 , 435
D , 185 , -953 , 923 , -10 , -1166 , -1174 , -1000 , 435
D , 186 , -907 , 925 , -57 , -1161 , -1188 , -1000 , 435
D , 187 , -861 , 927 , 68 , -1168 , -1187 , -1000 , 435
D , 188 , -815 , 928 , 96 , -1178 , -1197 , -1000 , 435
D , 189 , -771 , 925 , 23 , -1174 , -1212 , -1000 , 435
D , 190 , -716 , 923 , 163 , -1182 , -1214 , -1000 , 435
D , 191 , -671 , 926 , 58 , -1189 , -1225 , -1000 , 435
D , 192 , -625 , 926 , -27 , -1190 , -1229 , -1000 , 435
D , 193 , -577 , 940 , -104 , -1185 , -1248 , -1000 , 435
D , 194 , -528 , 951 , 119 , -1197 , -1258 , -1000 , 435
D , 195 , -477 , 967 , 105 , -1217 , -1268 , -1000 , 435
D , 196 , -425 , 980 , -89 , -1213 , -1269 , -1000 , 435
D , 197 , -371 , 995 , -172 , -1218 , -1261 , -1000 , 435
D , 198 , -319 , 1010 , -100 , -1224 , -1276 , -1000 , 435
D , 199 , -266 , 1012 , 185 , -1228 , -1271 , -1000 , 435
D , 200 , -202 , 1024 , 201 , -1230 , -1275 , -1000 , 435
D , 201 , -149 , 1029 , 44 , -1230 , -1267 , -1000 , 435
D , 202 , -93 , 1052 , -280 , -1239 , -1263 , -1000 , 435
D , 203 , -36 , 1075 , -293 , -1247 , -1268 , -1000 , 435
D , 204 , 24 , 1095 , 108 , -1247 , -1274 , -1000 , 435
D , 205 , 85 , 1122 , 224 , -1253 , -1278 , -1000 , 435
D , 206 , 148 , 1147 , 306 , -1255 , -1274 , -1000 , 435
D , 207 , 213 , 1176 , -36 , -1257 , -1280 , -1000 , 435
D , 208 , 282 , 1214 , -334 , -1258 , -1277 , -1000 , 435
D , 209 , 355 , 1268 , -348 , -1264 , -1278 , -1000 , 435
D , 210 , 455 , 1330 , -124 , -1265 , -1284 , -1000 , 435
D , 211 , 541 , 1390 , 169 , -1262 , -1284 , -1000 , 435
D , 212 , 626 , 1443 , 261 , -1259 , -1282 , -1000 , 435
D , 213 , 711 , 1484 , 9 , -1269 , -1287 , -1000 , 435
D , 214 , 795 , 1518 , -337 , -1258 , -1285 , -1000 , 435
D , 215 , 881 , 1555 , -440 , -1251 , -1289 , -1000 , 435
D , 216 , 968 , 1598 , -216 , -1252 , -1293 , -1000 , 435
D , 217 , 1056 , 1625 , 133 , -1255 , -1305 , -1000 , 435
D , 218 , 1172 , 1664 , 355 , -1253 , -1308 , -1000 , 435
D , 219 , 1270 , 1721 , 332 , -1190 , -1321 , -1000 , 435
D , 220 , 1370 , 1771 , -58 , -1265 , -1331 , -1000 , 435
D , 221 , 1472 , 1820 , -214 , -1268 , -1348 , -1000 , 435
D , 222 , 1578 , 1874 , -219 , -1274 , -1359 , -1000 , 435
D , 223 , 1686 , 1932 , 121 , -1210 , -1366 , -1000 , 435
D , 224 , 1804 , 2007 , 404 , -1219 , -1368 , -1000 , 435
D , 225 , 1930 , 2105 , 286 , -1236 , -1368 , -1000 , 435
D , 226 , 2066 , 2213 , 75 , -1305 , -1373 , -1000 , 435
D , 227 , 2209 , 2321 , -226 , -1242 , -1381 , -1000 , 435
D , 228 , 2355 , 2421 , -206 , -1246 , -1380 , -1000 , 435
D , 229 , 2542 , 2522 , 18 , -1250 , -1375 , -897 , 435
D , 230 , 2693 , 2608 , 379 , -1254 , -1376 , -695 , 435
D , 231 , 2852 , 2705 , 269 , -1262 , -1305 , -377 , 435
D , 232 , 3012 , 2788 , 67 , -1269 , -1380 , -299 , 435
D , 233 , 3170 , 2856 , -137 , -1267 , -1371 , -66 , 435
D , 234 , 3325 , 2893 , -38 , -1273 , -1370 , 95 , 435
D , 235 , 3475 , 2915 , 66 , -1269 , -1358 , 275 , 435
D , 236 , 3615 , 2895 , 104 , -1259 , -1336 , 434 , 435
D , 237 , 3742 , 2833 , 103 , -1236 , -1267 , 638 , 435
D , 238 , 3849 , 2701 , 97 , -1208 , -1266 , 665 , 435
D , 239 , 3954 , 2539 , -39 , -1242 , -1223 , 637 , 435
D , 240 , 4021 , 2361 , -354 , -1126 , -1168 , 803 , 435
D , 241 , 4076 , 2174 , -37 , -1076 , -1095 , 877 , 435
D , 242 , 4126 , 1991 , 121 , -1021 , -1037 , 936 , 435
D , 243 , 4155 , 1769 , 245 , -1026 , -978 , 853 , 435
D , 244 , 4157 , 1493 , 97 , -960 , -912 , 811 , 435
D , 245 , 4134 , 1186 , 140 , -882 , -844 , 739 , 435
D , 246 , 4094 , 887 , 375 , -748 , -761 , 764 , 435
D , 247 , 4045 , 609 , 458 , -743 , -688 , 592 , 435
D , 248 , 3976 , 350 , 320 , -673 , -616 , 508 , 435
D , 249 , 3912 , 103 , 208 , -591 , -546 , 454 , 435
D , 250 , 3847 , -96 , 185 , -516 , -469 , 442 , 435
D , 251 , 3790 , -235 , 96 , -444 , -456 , 393 , 435
D , 252 , 3746 , -317 , -13 , -360 , -314 , 620 , 435
D , 253 , 3711 , -365 , -122 , -288 , -235 , 769 , 435
D , 254 , 3682 , -397 , -142 , -211 , -161 , 941 , 435
D , 255 , 3653 , -429 , -120 , -140 , -93 , 1000 , 435
D , 256 , 3621 , -466 , -83 , -72 , -30 , 1000 , 435
D , 257 , 3584 , -515 , -83 , -12 , -12 , 1000 , 435
D , 258 , 3531 , -576 , -104 , 52 , 83 , 1000 , 435
D , 259 , 3482 , -646 , -187 , 108 , 133 , 1000 , 435
D , 260 , 3427 , -718 , -239 , 155 , 183 , 1000 , 435
D , 261 , 3368 , -787 , -83 , 197 , 212 , 1000 , 435
D , 262 , 3309 , -852 , 64 , 238 , 251 , 1000 , 435
D , 263 , 3247 , -916 , 59 , 274 , 296 , 1000 , 435
D , 264 , 3184 , -973 , -146 , 309 , 331 , 1000 , 435
D , 265 , 3117 , -1031 , -160 , 343 , 360 , 1000 , 435
D , 266 , 3048 , -1086 , 93 , 376 , 387 , 1000 , 435
D , 267 , 2979 , -1132 , 243 , 408 , 429 , 1000 , 435
D , 268 , 2896 , -1152 , 30 , 446 , 456 , 1000 , 435
D , 269 , 2835 , -1164 , -151 , 476 , 493 , 1000 , 435
D , 270 , 2777 , -1172 , -293 , 505 , 518 , 1000 , 435
D , 271 , 2713 , -1198 , -205 , 543 , 538 , 1000 , 435
D , 272 , 2643 , -1238 , 69 , 564 , 571 , 1000 , 435
D , 273 , 2570 , -1274 , 63 , 603 , 600 , 1000 , 435
D , 274 , 2503 , -1278 , -76 , 632 , 635 , 1000 , 435
D , 275 , 2441 , -1274 , -47 , 670 , 672 , 1000 , 435
D , 276 , 2381 , -1271 , -41 , 696 , 696 , 1000 , 435
D , 277 , 2301 , -1284 , 0 , 723 , 728 , 1000 , 435
D , 278 , 2233 , -1299 , 75 , 750 , 754 , 1000 , 435
D , 279 , 2167 , -1294 , 32 , 774 , 779 , 1000 , 435
D , 280 , 2110 , -1263 , -55 , 804 , 799 , 1000 , 435
D , 281 , 2060 , -1230 , -160 , 823 , 826 , 1000 , 435
D , 282 , 2007 , -1223 , -4 , 851 , 843 , 1000 , 435
D , 283 , 1947 , -1232 , 75 , 867 , 864 , 1000 , 435
D , 284 , 1885 , -1234 , 40 , 895 , 889 , 1000 , 435
D , 285 , 1830 , -1206 , -134 , 909 , 914 , 1000 , 435
D , 286 , 1781 , -1163 , -58 , 929 , 933 , 1000 , 435
D , 287 , 1727 , -1124 , -55 , 941 , 943 , 1000 , 435
D , 288 , 1681 , -1098 , 117 , 953 , 959 , 1000 , 435
D , 289 , 1633 , -1090 , 107 , 965 , 970 , 1000 , 435
D , 290 , 1578 , -1096 , -43 , 977 , 990 , 1000 , 435
D , 291 , 1524 , -1098 , -155 , 992 , 1015 , 1000 , 435
D , 292 , 1473 , -1077 , -61 , 1002 , 1028 , 1000 , 435
D , 293 , 1434 , -1030 , 47 , 1008 , 1045 , 1000 , 435
D , 294 , 1398 , -986 , 126 , 1016 , 1055 , 1000 , 435
D , 295 , 1363 , -948 , 129 , 1017 , 1056 , 1000 , 435
D , 296 , 1323 , -937 , 97 , 1032 , 1077 , 1000 , 435
D , 297 , 1270 , -930 , 119 , 1042 , 1084 , 1000 , 435
D , 298 , 1227 , -915 , -149 , 1040 , 1099 , 1000 , 435
D , 299 , 1192 , -884 , -283 , 1056 , 1110 , 1000 , 435
S, 4 , 300 , 7414 , 1 , 0 , -550 , 401 , 204 , 942 , 386
D , 0 , -87 , 507 , 72 , 671 , 704 , 1000 , 300
D , 1 , -98 , 365 , 282 , 677 , 709 , 1000 , 300
D , 2 , -139 , 169 , 227 , 683 , 712 , 1000 , 300
D , 3 , -199 , -45 , -3 , 696 , 737 , 995 , 300
D , 4 , -264 , -234 , -305 , 701 , 740 , 773 , 300
D , 5 , -329 , -388 , -221 , 704 , 733 , 566 , 300
D , 6 , -390 , -507 , 200 , 704 , 733 , 395 , 300
D , 7 , -446 , -586 , 393 , 712 , 734 , 280 , 300
D , 8 , -510 , -647 , 189 , 713 , 737 , 164 , 300
D , 9 , -555 , -681 , -151 , 712 , 732 , 78 , 300
D , 10 , -592 , -677 , -137 , 715 , 731 , 44 , 300
D , 11 , -616 , -632 , 37 , 713 , 726 , 47 , 300
D , 12 , -616 , -510 , 227 , 709 , 715 , 132 , 300
D , 13 , -588 , -325 , 179 , 708 , 707 , 309 , 300
D , 14 , -533 , -91 , -57 , 704 , 706 , 564 , 300
D , 15 , -458 , 155 , -255 , 699 , 701 , 844 , 300
D , 16 , -372 , 393 , -148 , 687 , 689 , 1000 , 300
D , 17 , -263 , 587 , 77 , 687 , 686 , 1000 , 300
D , 18 , -183 , 721 , 82 , 679 , 681 , 1000 , 300
D , 19 , -127 , 744 , -76 , 680 , 686 , 1000 , 300
D , 20 , -106 , 655 , -109 , 670 , 684 , 1000 , 300
D , 21 , -125 , 467 , -72 , 666 , 678 , 1000 , 300
D , 22 , -172 , 239 , 25 , 666 , 677 , 1000 , 300
D , 23 , -233 , 17 , 168 , 653 , 665 , 842 , 300
D , 24 , -297 , -167 , 199 , 644 , 674 , 612 , 300
D , 25 , -358 , -315 , 90 , 645 , 631 , 355 , 300
D , 26 , -415 , -426 , -24 , 646 , 670 , 257 , 300
D , 27 , -478 , -504 , -252 , 641 , 662 , 103 , 300
D , 28 , -521 , -545 , -151 , 635 , 659 , 8 , 300
D , 29 , -550 , -535 , 1 , 623 , 614 , -100 , 300
D , 30 , -559 , -456 , 94 , 618 , 607 , -59 , 300
D , 31 , -540 , -303 , 56 , 607 , 604 , 73 , 300
D , 32 , -492 , -85 , -80 , 602 , 623 , 336 , 300
D , 33 , -417 , 167 , -188 , 594 , 613 , 609 , 300
D , 34 , -326 , 421 , -119 , 588 , 608 , 911 , 300
D , 35 , -228 , 652 , 69 , 586 , 590 , 1000 , 300
D , 36 , -106 , 839 , 164 , 581 , 581 , 1000 , 300
D , 37 , -22 , 945 , 75 , 579 , 575 , 1000 , 300
D , 38 , 34 , 936 , -20 , 588 , 603 , 1000 , 300
D , 39 , 52 , 803 , -32 , 592 , 580 , 1000 , 300
D , 40 , 27 , 577 , -27 , 603 , 586 , 1000 , 300
D , 41 , -26 , 315 , -42 , 603 , 586 , 1000 , 300
D , 42 , -91 , 74 , 77 , 608 , 588 , 860 , 300
D , 43 , -156 , -120 , 110 , 621 , 586 , 637 , 300
D , 44 , -215 , -270 , -108 , 626 , 587 , 453 , 300
D , 45 , -267 , -358 , -265 , 626 , 637 , 396 , 300
D , 46 , -316 , -408 , -214 , 624 , 599 , 240 , 300
D , 47 , -344 , -415 , 46 , 617 , 604 , 200 , 300
D , 48 , -357 , -377 , 111 , 617 , 606 , 222 , 300
D , 49 , -305 , -51 , -499 , 622 , 647 , 630 , 300
D , 50 , -197 , 258 , -505 , 618 , 611 , 956 , 300
D , 51 , -101 , 541 , 203 , 620 , 593 , 1000 , 300
D , 52 , 57 , 955 , 133 , 603 , 572 , 1000 , 300
D , 53 , 207 , 1260 , -382 , 616 , 565 , 1000 , 300
D , 54 , 357 , 1461 , -1026 , 631 , 574 , 1000 , 300
D , 55 , 502 , 1552 , -118 , 648 , 604 , 1000 , 300
D , 56 , 626 , 1743 , 765 , 661 , 625 , 1000 , 300
D , 57 , 743 , 1793 , 1165 , 679 , 673 , 1000 , 300
D , 58 , 852 , 1851 , 744 , 692 , 663 , 1000 , 300
D , 59 , 957 , 1869 , 60 , 739 , 703 , 1000 , 300
D , 60 , 958 , 1618 , -463 , 751 , 686 , 1000 , 300
D , 61 , 905 , 1159 , -778 , 759 , 683 , 1000 , 300
D , 62 , 828 , 723 , -689 , 733 , 676 , 1000 , 300
D , 63 , 753 , 492 , -650 , 710 , 670 , 1000 , 300
D , 64 , 690 , 147 , -258 , 707 , 653 , 1000 , 300
