t_ms,seg,pitch_x10,duty,wheel_mean
0,0,0,0,0
20,0,0,0,0
40,0,0,0,0
60,0,-1,-1,0
100,0,0,1,0
140,0,1,1,0
180,0,0,0,0
220,0,0,1,0
260,0,1,2,0
300,0,2,1,0
340,0,0,-1,0
400,0,0,2,0
440,0,3,2,0
480,0,3,2,0
520,0,4,5,0
560,0,4,2,0
600,0,3,1,0
640,0,1,1,0
680,0,1,1,0
